zerocross,ktosis,rms,peaks,mean,mean_abs,std,median,skewness,crest,entrpy,energy,shapiro,kl,rkl,abs_acc_5,max_freq,max_abs,shape,impulse,p2p
0,-0.10883712574180571,0.12290979,0.41552734375,-0.11723404,0.11723404,0.036918815,0.117870584,-0.0169574446875452,2.0924423,5.574690939546266,30.938763,0.9989380836486816,0.0026689080422037763,0.0026149159813975914,0.23712938,240,0.25718164,1.0484139,2.1937456,0.25565767
2,-0.29389809225152064,0.122915246,0.416015625,-0.11709775,0.11709899,0.037366737,0.1184818,0.13865720420344035,1.9634098,5.643289584848827,30.941505,0.9964799284934998,0.0066769547718644314,0.006775977538574863,0.22556806,239,0.241333,1.0496696,2.0609314,0.24259898
2,-0.12613951273483348,0.12340952,0.41748046875,-0.11771464,0.11771874,0.037056323,0.11775707,0.06964353237488875,2.0073667,5.605670601324107,31.190853,0.9989524483680725,0.0025346541089482887,0.002434315024804057,0.22952564,241,0.24772814,1.0483421,2.104407,0.25192478
2,-0.21409426055265968,0.12260013,0.4111328125,-0.11681892,0.116821796,0.037203945,0.11624943,0.02889731734833719,1.9903749,5.613361401881274,30.783064,0.9986871480941772,0.003123719016262479,0.003151386337305284,0.22959383,239,0.24402022,1.0494628,2.0888245,0.24697062
6,-0.17876844353717214,0.123178296,0.408203125,-0.11740595,0.11745456,0.037265737,0.11826785,0.07917319514344962,1.8974605,5.540418532875835,31.074085,0.9980317950248718,0.0039213896621344895,0.0038161738927255493,0.22250931,240,0.23372595,1.0487314,1.9899266,0.26927724
6,-0.29112221414977935,0.1232944,0.4169921875,-0.117254585,0.11726555,0.03811654,0.11747566,0.02079767058382737,1.9886925,5.624297558489683,31.132689,0.9979689121246338,0.00445291139390512,0.004590196993042117,0.22310376,240,0.24519464,1.0514119,2.090935,0.25230947
6,-0.22068809740801543,0.12169261,0.41845703125,-0.115958065,0.11598109,0.036916383,0.11608324,0.07008012699905901,1.8791946,5.642888685891794,30.32902,0.9983378052711487,0.0031411896585749246,0.0031076688382851796,0.21598859,237,0.2286841,1.0492454,1.9717361,0.23948082
6,-0.22141549797626947,0.12325886,0.41455078125,-0.11743221,0.11744977,0.03744895,0.11836833,0.0828036943413655,1.9023219,5.632768864269038,31.114746,0.9985306262969971,0.0027520905115865422,0.002703644777412061,0.22183356,240,0.23447803,1.0494602,1.9964112,0.246734
0,-0.24603086940060193,0.12341816,0.4140625,-0.11778014,0.11778014,0.03687656,0.11837688,0.07792206505838176,2.0702326,5.630286837157536,31.19522,0.9978392720222473,0.003978943744871215,0.0039478359214403826,0.22911572,241,0.2555043,1.047869,2.1693327,0.24249107
4,-0.24892945172200198,0.1221645,0.41552734375,-0.11636603,0.11640012,0.037190232,0.117257014,0.12390602999442575,1.848026,5.582550233961797,30.564692,0.997443675994873,0.00430789044655923,0.0043124598944727895,0.21765251,238,0.22576319,1.0495222,1.9395442,0.25797072
2,-0.09540462850218612,0.12273673,0.42236328125,-0.1170207,0.11706242,0.03701974,0.11780417,0.11171661002553206,1.8631359,5.531961014833739,30.851696,0.9984820485115051,0.002800911112193886,0.002696077222815068,0.2226865,239,0.22867522,1.0484725,1.9534469,0.27139923
0,-0.331066445474296,0.12281442,0.4140625,-0.117041156,0.117041156,0.037212227,0.11597967,-0.01243784168411412,1.8708298,5.708832029489644,30.890764,0.9979132413864136,0.003555799597538721,0.003548165866823295,0.21852562,239,0.22976488,1.0493268,1.9631119,0.22576979
2,-0.33849209117686385,0.12369357,0.41796875,-0.11799068,0.11799948,0.037125465,0.11821391,0.05995679407850172,1.8687233,5.652436831688975,31.334604,0.9978103637695312,0.0040037282207912835,0.004012772318175688,0.21929331,241,0.23114905,1.0482552,1.9588989,0.24016249
0,-0.10043823092970294,0.12221688,0.423828125,-0.11648899,0.11648899,0.036976755,0.11727998,0.09291484255077609,1.9364849,5.660679317901048,30.590904,0.9988263249397278,0.0021657119122469636,0.0020596376492586234,0.22617689,238,0.23667115,1.0491711,2.031704,0.23656033
0,-0.32467626327774557,0.12347841,0.4150390625,-0.1178076,0.1178076,0.036990404,0.118570074,0.05383404903366418,1.9139142,5.690046174045642,31.225689,0.9975427389144897,0.004635493797614873,0.004621982810145981,0.2268691,241,0.23632708,1.0481362,2.0060427,0.22806364
2,-0.2911821831222192,0.122872256,0.41455078125,-0.11692267,0.11692388,0.03777144,0.11768304,-0.07004850808491651,2.1152036,5.5972236298160745,30.919868,0.996907651424408,0.006466552128223467,0.006800992660834074,0.23974462,239,0.25989985,1.0508739,2.2228124,0.2611452
2,-0.20611673997228896,0.12276995,0.41748046875,-0.117022544,0.117041305,0.03712393,0.11785765,0.027806747960754975,1.9975735,5.564202890172185,30.8684,0.9987704157829285,0.0031754224470268914,0.0032315140038116784,0.22958541,239,0.245242,1.0489455,2.0953457,0.26445886
0,-0.32908483100723185,0.12212982,0.42236328125,-0.116531365,0.116531365,0.036553167,0.11724292,0.08306863151311009,1.8077807,5.724738714059107,30.547338,0.9975405931472778,0.0037694560740453267,0.003720381792962054,0.21437952,238,0.22078393,1.0480425,1.894631,0.21646382
2,-0.32061604351668693,0.12268576,0.4228515625,-0.116767764,0.11676894,0.03764419,0.11744203,0.050950485307365685,1.7698112,5.749556631273938,30.826077,0.9980730414390564,0.0023583631307760593,0.0023063222201118124,0.21560314,239,0.21713063,1.0506712,1.8594896,0.21834145
6,0.012735644167593652,0.12216389,0.419921875,-0.1164726,0.116542354,0.036853053,0.11691927,0.0629345100292126,1.9236895,5.502456953835748,30.564384,0.9990870952606201,0.001942234293960235,0.0016090713574322935,0.22828753,238,0.2350054,1.048236,2.0164807,0.2781021
0,-0.379517806189539,0.12280574,0.41796875,-0.11710904,0.11710904,0.036969196,0.11729715,-0.03986423972231674,1.8059814,5.752563383838259,30.886398,0.9969302415847778,0.005429195552301768,0.005246452671664629,0.21722572,239,0.22178487,1.0486444,1.8938323,0.21246572
4,-0.044400293750403996,0.1233917,0.4140625,-0.117642,0.117658466,0.037227284,0.11865197,0.08941066984661618,1.9840505,5.575353841744616,31.181849,0.9987754821777344,0.002772676518451697,0.0027686329299115384,0.23673014,240,0.24481536,1.0487278,2.0807288,0.26099065
2,-0.28902807207381276,0.12327497,0.416015625,-0.117693126,0.11771723,0.036674872,0.11723064,0.043722020338955045,1.8336478,5.603882831804055,31.122879,0.9981337785720825,0.003325911921584536,0.003345026804554398,0.21648411,241,0.22604288,1.0472126,1.9202192,0.25072047
8,-0.10804448986463333,0.12308055,0.4091796875,-0.11727866,0.11730254,0.03734352,0.117889464,0.1344762749690992,2.061602,5.562690725831291,31.024788,0.9976999759674072,0.004560818429412724,0.00464316890107944,0.235642,240,0.2537431,1.0492574,2.163151,0.2632274
2,-0.2744360486869373,0.12202276,0.42529296875,-0.116256386,0.11627226,0.037067614,0.115169436,0.008289610041602372,2.074019,5.551299064651371,30.493809,0.9981026649475098,0.004867209224211009,0.005176336328923819,0.22525135,238,0.25307754,1.0494572,2.1765943,0.2693346
0,-0.39402318830030447,0.12284901,0.41943359375,-0.11726305,0.11726305,0.03662316,0.11735113,0.019668205128533515,1.8988508,5.725554773010886,30.908167,0.9972943663597107,0.004157209432145988,0.0042895035986144185,0.21646707,240,0.23327194,1.0476362,1.9893048,0.21777412
0,-0.31461629142885483,0.12197885,0.41552734375,-0.11626321,0.11626321,0.036901284,0.11680345,0.10296484495814624,1.8035841,5.739123911210125,30.471863,0.997061014175415,0.004584197427605619,0.0044256237806506405,0.21303132,238,0.21999912,1.0491612,1.8922505,0.21628459
2,-0.3256390544575103,0.12279287,0.41845703125,-0.116901666,0.11691252,0.037577778,0.11732789,0.10910011109825812,1.8199791,5.686454203311224,30.879927,0.9973171949386597,0.0038494505327963417,0.0039147167317959645,0.2147989,239,0.22348045,1.050297,1.9115185,0.23459658
4,-0.07342815754421306,0.122952655,0.41943359375,-0.11719929,0.11724069,0.03717098,0.11897288,0.17598994598889844,1.9889731,5.480404399137071,30.960342,0.9971623420715332,0.005416414356434468,0.005347287074093791,0.22122304,240,0.24454953,1.04872,2.085876,0.2866796
2,-0.21038042565420323,0.12286076,0.41748046875,-0.1170443,0.117047116,0.037355028,0.11689612,0.05050887616762201,2.0835886,5.578567356781468,30.914082,0.9986413717269897,0.0029730495246971258,0.00295125371326471,0.23243988,239,0.25599128,1.0496693,2.187079,0.2588749
2,-0.3255939138928752,0.12298023,0.423828125,-0.117015764,0.117018774,0.037834484,0.116720445,0.04962716080818195,2.0519474,5.598283611287492,30.974232,0.9976732134819031,0.004972973326190259,0.005552255859450684,0.2224838,239,0.25234896,1.0509444,2.1564827,0.25542974
0,-0.24309267714412108,0.1227016,0.4228515625,-0.11701199,0.11701199,0.036930718,0.118067056,0.09368121436950294,1.8803656,5.678347522324156,30.83404,0.9980366230010986,0.003376762169183063,0.0033255944159929786,0.22223213,239,0.23072387,1.0486242,1.9717969,0.22818671
0,-0.2701280250405702,0.12316737,0.4150390625,-0.11742745,0.11742745,0.037161745,0.118153825,0.029648206698521747,1.8834802,5.712113522064083,31.068575,0.99852454662323,0.0024898174547577207,0.0024853962542881573,0.2223436,240,0.2319833,1.0488806,1.9755458,0.22479278
2,-0.2683316281412438,0.12296869,0.42431640625,-0.11720091,0.117201924,0.03721888,0.11783324,0.06813504848190682,1.9896599,5.627028664310716,30.968418,0.9979754090309143,0.004545010649785505,0.004611918465765071,0.22318485,240,0.24466588,1.0492036,2.0875585,0.24569644
4,-0.0638556956478955,0.12241656,0.42041015625,-0.11640131,0.11645672,0.037901856,0.11638721,0.12280632889251138,1.8668278,5.570948454553239,30.690948,0.9985452890396118,0.0022214663383218905,0.002029698931455351,0.22210698,238,0.22853065,1.0511765,1.9623655,0.26678106
6,-0.004622041032376956,0.12229036,0.41943359375,-0.116629764,0.116735116,0.03677538,0.117611244,0.13697125778929337,1.9288921,5.443500008139743,30.6277,0.9968377351760864,0.005567636161320573,0.004373181253466254,0.21973889,238,0.2358849,1.0475885,2.020685,0.2959424
0,-0.4749590005752693,0.123021886,0.42333984375,-0.11718484,0.11718484,0.037444603,0.11720914,0.08341597626950442,1.9040971,5.712497170647335,30.99522,0.995475172996521,0.007863933650274007,0.007996574869214665,0.21819106,239,0.23424561,1.0498105,1.9989413,0.22634175
4,-0.2270352462359675,0.12332849,0.4140625,-0.11764338,0.11766362,0.03701286,0.11808956,0.09022223936326801,1.8588885,5.626668457984831,31.149908,0.9980794191360474,0.0035593886236353904,0.003536328635235396,0.21980023,240,0.22925392,1.0481446,1.948384,0.2450712
4,-0.3117518616757393,0.12291854,0.42578125,-0.116977155,0.11698826,0.037753306,0.11797148,0.09370575305988418,1.9055165,5.642174375833031,30.943163,0.997458279132843,0.004696179036615444,0.00463706439218569,0.223888,239,0.2342233,1.0506912,2.0021095,0.24329303
6,-0.27020812619577095,0.122085854,0.42578125,-0.116305284,0.11633348,0.03712191,0.11681314,0.1255114264981676,1.9192108,5.563992639544479,30.525349,0.996974527835846,0.005873560366701187,0.005872944415149685,0.22004783,238,0.2343085,1.0494473,2.0141106,0.2591488
0,-0.2626605548484222,0.12191975,0.423828125,-0.11634982,0.11634982,0.036430024,0.11648593,0.028010118535631186,2.035313,5.616117486462125,30.442345,0.9985812902450562,0.002986868021632216,0.0029642511662607064,0.22521207,238,0.24814484,1.0478723,2.132748,0.24502523
2,-0.2891226345695901,0.12244465,0.41552734375,-0.11694402,0.11694582,0.03628758,0.118626386,0.10308269616285579,1.8552567,5.674598119590317,30.705034,0.9975578784942627,0.00459997165307798,0.004714016267964215,0.22021022,239,0.22716627,1.0470203,1.9424915,0.22900784
0,-0.3094886540088857,0.12326456,0.4208984375,-0.11739381,0.11739381,0.037587855,0.11711295,-0.017261271367733574,2.012905,5.638578284791572,31.117622,0.9977614879608154,0.004561841695260283,0.004521988003055238,0.23586218,240,0.24811983,1.050009,2.1135683,0.2450896
2,-0.2832344400160025,0.12322237,0.42578125,-0.11748627,0.11749209,0.037158176,0.1178906,0.10046114551601164,1.7765889,5.7170606191484605,31.096325,0.9975436925888062,0.0031867955443464382,0.003183766505741461,0.21228814,240,0.2189155,1.0487716,1.8632362,0.22487561
2,-0.18843274745997585,0.123576686,0.416015625,-0.11797124,0.117973976,0.03679653,0.11848722,0.034794475496239534,2.2258716,5.5104989913287055,31.275412,0.997769832611084,0.004844065045587129,0.004713894095954025,0.23734765,241,0.27506584,1.0474911,2.3315806,0.2778685
0,-0.37406894490083253,0.12271092,0.4189453125,-0.116731234,0.116731234,0.037839014,0.118245944,0.0992031252587652,1.942402,5.697932011476756,30.838724,0.9961581230163574,0.007189594946679906,0.007316463544463027,0.22757432,239,0.23835394,1.0512261,2.0419037,0.23140389
0,-0.24787151728511025,0.12310754,0.42041015625,-0.11713144,0.11713144,0.03789052,0.117749244,0.06841441816613693,1.9526505,5.657767465509341,31.038395,0.9983359575271606,0.00311030904864406,0.003020495123948274,0.23044845,239,0.240386,1.0510204,2.0522757,0.24009627
2,-0.2318584267289885,0.12157168,0.4150390625,-0.11557551,0.11558878,0.037709083,0.11658259,0.052270275299814366,1.9848628,5.610515429387348,30.268772,0.998553454875946,0.0030290651100396944,0.003030267892053759,0.23176041,236,0.24130312,1.0517603,2.0876,0.2548875
0,-0.4128571689679852,0.12369748,0.4228515625,-0.11780131,0.11780131,0.03773482,0.11833378,0.06614349535220143,1.95894,5.676626437468116,31.336584,0.9966806173324585,0.006298339283766397,0.006296502429234652,0.22376414,241,0.24231595,1.0500518,2.0569885,0.24026658
6,-0.2693696756643127,0.12271945,0.4228515625,-0.11695915,0.11701545,0.03715673,0.11752059,0.1006067060700387,1.7719274,5.63006520692357,30.84301,0.9966922998428345,0.005087315476500985,0.004883051531622611,0.21213524,239,0.21744995,1.0487458,1.8583012,0.24704738
2,-0.15530580947142347,0.12282691,0.4208984375,-0.11702651,0.11703969,0.03729944,0.11661267,0.026552664426430457,1.9077852,5.616761146423101,30.89705,0.9988011121749878,0.002962361853119548,0.0029147818309258086,0.22715898,239,0.23432736,1.0494467,2.0021188,0.24783042
0,-0.40071211890037794,0.12164584,0.421875,-0.1158853,0.1158853,0.036990646,0.11646239,0.03975325775791704,1.9171164,5.709147290617899,30.30571,0.9973089694976807,0.00429902812611001,0.004289682299062867,0.21920335,237,0.23320924,1.049709,2.0124142,0.22538857
2,-0.07127461416932901,0.12284526,0.41796875,-0.1169112,0.11692285,0.037719104,0.11730532,0.07437721537615978,2.3514268,5.454911600496401,30.906284,0.9980503916740417,0.003937706542877099,0.0037042832699549304,0.23627353,239,0.28886163,1.0506524,2.470532,0.30078927
0,-0.21231189650723614,0.12329894,0.41259765625,-0.11769807,0.11769807,0.036739487,0.11788693,-0.008054099770633488,1.9086893,5.698369111026741,31.134983,0.9988340735435486,0.002254412497476636,0.00224950738226575,0.22817174,241,0.23533937,1.0475868,1.9995177,0.22597504
0,-0.4108421021839703,0.12318577,0.42333984375,-0.117559314,0.117559314,0.036804117,0.11811284,0.051635509054125325,1.8038589,5.758779345252198,31.077856,0.9968439340591431,0.004840945109974765,0.004849803558694887,0.21571028,240,0.22220974,1.0478606,1.8901925,0.21065292
0,-0.3468826341997482,0.123437226,0.41943359375,-0.11762877,0.11762877,0.037419524,0.118237704,-0.00656390221264491,2.0071142,5.64240367951275,31.20486,0.9974358677864075,0.005228828092192544,0.005223593918669673,0.22904368,240,0.24775259,1.0493796,2.1062245,0.2446573
2,-0.20314090468862078,0.1227765,0.4228515625,-0.116983876,0.11700609,0.037267163,0.11674808,0.011490221362009704,2.1037087,5.509501982488686,30.871693,0.9986847043037415,0.0035194299635131652,0.003529616406340085,0.23151079,239,0.258286,1.0493171,2.2074578,0.281045
4,-0.2798298472250842,0.12361741,0.41162109375,-0.1178038,0.11783945,0.037463687,0.11856893,0.09480010553696513,1.8577679,5.62150866611412,31.296028,0.9974861741065979,0.004657660980606524,0.0048335474879580105,0.2191025,241,0.22965246,1.0490324,1.948859,0.24839497
0,-0.25492464567759043,0.12275657,0.423828125,-0.11707104,0.11707104,0.03692625,0.116518274,-0.01574146126276053,1.9421067,5.681869234266865,30.861673,0.9985926747322083,0.002494402665351314,0.0024549945478464395,0.23169628,239,0.23840636,1.0485648,2.0364246,0.22947918
2,-0.21199555569795203,0.12352079,0.42041015625,-0.11783669,0.11786051,0.037039172,0.11917948,0.14687202886118683,1.7968616,5.633672970545104,31.247128,0.9975963234901428,0.0035131597681952336,0.003417746978426371,0.21686928,241,0.22194977,1.0480253,1.8831564,0.24634518
4,-0.2166911002542573,0.12332232,0.41455078125,-0.117574066,0.11761029,0.037212003,0.1178938,0.08428393222237891,1.7836514,5.604032374303499,31.146793,0.99803626537323,0.0029727379230519743,0.0028677348017805337,0.21533994,240,0.21996403,1.0485674,1.8702787,0.2567971
2,-0.34361521898468483,0.12314341,0.4267578125,-0.1175487,0.1175503,0.036696117,0.118517935,0.06112209241162877,1.7919261,5.709886314974538,31.056488,0.997763454914093,0.0033630345786826925,0.003366998817236287,0.21550336,240,0.2206639,1.0475806,1.8771871,0.22230639
0,-0.3018932749047587,0.12319126,0.42431640625,-0.117398694,0.117398694,0.037331376,0.11872818,0.03605025674799682,1.861956,5.699046007435591,31.080624,0.9980056285858154,0.0037553734086281394,0.0036794644446570693,0.22215097,240,0.2293767,1.049341,1.9538267,0.2282278
4,-0.2126245607568391,0.12309623,0.41455078125,-0.11740853,0.11741085,0.036985386,0.1181536,0.015146549222371072,2.1364684,5.558538071396626,31.032692,0.9983956217765808,0.003868415271759576,0.00393799348492369,0.23092298,240,0.2629912,1.0484229,2.2399223,0.2650743
0,-0.28010125171339073,0.122664586,0.423828125,-0.11696206,0.11696206,0.03696588,0.11687389,-0.027159675257624857,1.9918882,5.6880251112364295,30.815437,0.9980134963989258,0.003654833097458831,0.0035828879865670233,0.23000968,239,0.24433413,1.0487553,2.0890033,0.22923289
4,-0.24773800381035382,0.12242049,0.41796875,-0.11675574,0.11678319,0.03680861,0.116948396,0.06679241606025023,1.9377494,5.5712751904016145,30.692917,0.9984120726585388,0.0033536832449849946,0.0034028331851693626,0.22265062,239,0.23722023,1.0482715,2.0312874,0.2611507
4,-0.20613122443041165,0.12332035,0.4169921875,-0.117517546,0.11753443,0.0373836,0.11842327,0.07865186628748215,1.9962087,5.598419359424652,31.145798,0.9982519745826721,0.0038992175780787333,0.0038357668308745966,0.22926715,240,0.24617314,1.0492275,2.094477,0.25529468
4,-0.34043008872557134,0.12328848,0.41650390625,-0.11760215,0.11763297,0.037010606,0.11873697,0.14310306519456276,1.8557556,5.598727871482991,31.129702,0.9960346817970276,0.007013556958650878,0.0072834467434620374,0.21652563,240,0.2287933,1.0480776,1.9449759,0.25307012
4,-0.3506738052496252,0.12312171,0.41845703125,-0.117531314,0.11756423,0.036678936,0.11787729,0.14987894272358485,1.8617854,5.5823430425283265,31.04554,0.9954467415809631,0.008022606746119399,0.008692380874214114,0.21233538,240,0.2292262,1.0472718,1.9497955,0.2549761
6,-0.3389298812519783,0.123542085,0.41259765625,-0.11768222,0.11769579,0.03759712,0.117414534,0.03658960131884654,1.9254106,5.645582142987999,31.2579,0.9972582459449768,0.005694482571231112,0.00580629686202213,0.22055916,241,0.23786925,1.049673,2.0210514,0.24528499
4,-0.3125695847654484,0.12312876,0.41943359375,-0.11711408,0.11713034,0.03801293,0.11810614,0.0791282547482509,1.9632798,5.632765650372782,31.049093,0.9977418780326843,0.0043824800716660735,0.004360487435725901,0.2251024,239,0.2417362,1.0512115,2.0638223,0.25098974
0,-0.3869017319468133,0.12293089,0.416015625,-0.11715359,0.11715359,0.037242968,0.11726952,0.050498092750334705,2.03823,5.645900201005428,30.949383,0.9970628023147583,0.0056659932453226305,0.005874842464429108,0.2247266,239,0.25056142,1.0493139,2.138743,0.24572957
2,-0.3756591254825783,0.12360203,0.41650390625,-0.11776441,0.117770106,0.037536714,0.11846802,0.09945500389148967,1.811736,5.690224920480098,31.288244,0.9963729381561279,0.006206167697110889,0.006316209209729374,0.21948418,241,0.22393425,1.0495195,1.9014524,0.22976613
4,-0.12779054576501592,0.122442774,0.41455078125,-0.11678414,0.11679429,0.036792643,0.1175728,0.07359639508266495,1.935379,5.621217413104746,30.704094,0.9991589188575745,0.0019159142088374186,0.0019005503856751385,0.22467616,239,0.23697318,1.0483627,2.0289793,0.24722771
2,-0.2113886976471413,0.121954426,0.41015625,-0.11655001,0.116561346,0.03590233,0.116728716,0.042055003304121014,1.8965294,5.615553734785444,30.459663,0.9989663362503052,0.002345328765613034,0.0023872248761403554,0.22158375,238,0.23129016,1.0462682,1.9842784,0.24289383
2,-0.287333669830943,0.12263179,0.416015625,-0.117035925,0.1170461,0.036621675,0.116908796,0.01811939574994704,2.3217704,5.44981385495317,30.798962,0.9961114525794983,0.008580608214606298,0.01050206875779077,0.22707781,239,0.28472286,1.0477221,2.4325702,0.2951447
2,-0.3076982932159771,0.123862945,0.41064453125,-0.11838971,0.11839591,0.03641298,0.11863321,0.0899039594081843,1.8459743,5.6568659975167375,31.420475,0.9976819753646851,0.004354031011511579,0.0042602355472249175,0.22079909,242,0.22864781,1.0461758,1.9312137,0.23499855
4,-0.2904921779339724,0.12407141,0.423828125,-0.11839318,0.11839938,0.037104845,0.11837566,0.03419443819977481,1.8214945,5.682274910671978,31.526329,0.9980794191360474,0.00357706520120394,0.0035242710492245483,0.22276981,242,0.22599539,1.0479059,1.9087548,0.23168446
2,-0.24803719291219206,0.12304705,0.4140625,-0.117425814,0.117429286,0.036766194,0.118104696,-0.041521607350307896,1.9268178,5.652604880689695,31.007898,0.9984902143478394,0.0035064229383659565,0.003496904014680775,0.22967322,240,0.23708923,1.0478395,2.0189958,0.24064484
2,-0.18888998338266916,0.1227439,0.416015625,-0.11705613,0.11706538,0.036931373,0.11672546,-0.017080016883138614,2.016325,5.585566745990743,30.8553,0.9991819858551025,0.0020803152024602505,0.002038766109820174,0.22781868,239,0.2474916,1.0485072,2.1141315,0.25695834
2,-0.18826833938855891,0.12251988,0.423828125,-0.11706294,0.11706929,0.03615783,0.117609695,0.05472928438615891,1.9476005,5.597914366201579,30.742775,0.9990251064300537,0.002200059485272768,0.0021923459299793553,0.22302338,239,0.23861977,1.0465587,2.038278,0.24511646
6,-0.17094837918700811,0.12367645,0.41455078125,-0.11811682,0.11813745,0.036664423,0.11954886,0.07106810062615068,1.8731129,5.615501123848954,31.325928,0.9986952543258667,0.002937365810116825,0.0029500509889406777,0.2264514,241,0.23165995,1.0468861,1.9609357,0.24717331
4,-0.2795848858014125,0.123550504,0.4150390625,-0.11794382,0.11795298,0.036796503,0.11819339,0.09235460013921004,1.8443305,5.665485420003173,31.262161,0.997714638710022,0.00403909484730552,0.004037819591074746,0.21769795,241,0.22786798,1.0474555,1.9318544,0.23401697
0,-0.28024084792463766,0.123492405,0.4189453125,-0.11798066,0.11798066,0.036482017,0.11938598,0.0820151900932617,1.8704216,5.6569663307833125,31.232765,0.9972938895225525,0.00551109607048846,0.005515717811025564,0.22741158,241,0.23098287,1.0467174,1.9578029,0.23088822
4,-0.28436603236372315,0.12300183,0.416015625,-0.11718769,0.117197484,0.03736971,0.11768754,0.10100977599501795,1.9895604,5.614217793121747,30.985113,0.9975393414497375,0.005004964131496917,0.00501715945777795,0.22801948,240,0.24471956,1.0495262,2.0880957,0.2543955
0,-0.1777793329600823,0.12315547,0.41552734375,-0.117347725,0.117347725,0.037373535,0.11846616,0.0007300545599290309,2.340164,5.516842490225244,31.062567,0.9977606534957886,0.004419356051835149,0.004774505850291017,0.23510802,240,0.28820398,1.0494918,2.4559827,0.28040886
2,-0.24704771968096617,0.12300271,0.4228515625,-0.11727504,0.1172932,0.0370976,0.11712239,0.0504652460222679,1.9831904,5.570321273494708,30.985558,0.9984580874443054,0.003445477688865926,0.003541940490632437,0.23017684,240,0.24393779,1.0486772,2.0797267,0.26253724
0,-0.27513756296583347,0.12322592,0.42431640625,-0.117358476,0.117358476,0.037571497,0.11691673,-0.010244376533659685,2.1510034,5.5788543226572385,31.098118,0.997558057308197,0.0052746711506924705,0.005373233936533101,0.2413964,240,0.26505938,1.0499959,2.258545,0.26493537
0,-0.26806540107547283,0.12272512,0.4228515625,-0.117020056,0.117020056,0.036983266,0.11681402,0.01564259310669675,1.8725927,5.700550293563456,30.84586,0.9986013174057007,0.0025253016404361865,0.0024951842679677705,0.22370848,239,0.22981417,1.0487529,1.9638871,0.2263139
0,-0.29958237215223305,0.12365272,0.41162109375,-0.11810319,0.11810319,0.036628295,0.11774433,0.07089635404387291,1.8746921,5.686467824315221,31.31391,0.9980921149253845,0.0031533281422286203,0.003145136109880757,0.22008717,241,0.23181078,1.0469888,1.9627817,0.22442752
2,-0.3919572170852992,0.12245141,0.41064453125,-0.116847016,0.11685671,0.03662133,0.11728485,0.048389336012694094,1.7720572,5.686319191493841,30.708424,0.9970946311950684,0.004515798316170428,0.004500305181040402,0.21233816,239,0.2169909,1.0478766,1.8568972,0.22692204
0,-0.4247040492091094,0.122288726,0.41552734375,-0.116612405,0.116612405,0.036825,0.117219165,0.014142207492307763,1.9159409,5.738613192143591,30.626883,0.9966670274734497,0.004538083566300508,0.004565183131136843,0.21982892,238,0.23429798,1.0486768,2.009203,0.21447033
0,-0.24476313879920442,0.12349613,0.4150390625,-0.11798787,0.11798787,0.036471285,0.11791079,0.044871907092144454,1.8621486,5.675675104881849,31.23465,0.9988471865653992,0.00199083432756366,0.0019383354448142334,0.21965973,241,0.22996815,1.046685,1.949083,0.22880949
2,-0.2048001973533955,0.12365219,0.42333984375,-0.11791372,0.11793046,0.03723194,0.117039986,-0.034773275344703855,2.0713623,5.531919351643766,31.31364,0.9985677003860474,0.003517956908421143,0.003539044741189485,0.23404741,241,0.2561285,1.0485178,2.1718605,0.27325574
2,-0.3100725670527771,0.122561574,0.41650390625,-0.116984785,0.11699039,0.03654996,0.11760111,0.08775893257464316,1.8313452,5.673625703984675,30.763702,0.997717022895813,0.004019516845225696,0.003968167173858748,0.21783681,239,0.22445256,1.0476209,1.9185555,0.2301926
0,-0.24184932204486653,0.122860365,0.42431640625,-0.11731589,0.11731589,0.0364918,0.11786747,-0.015543681744493843,1.9284685,5.694721503782731,30.913881,0.9984583258628845,0.0030291462534182655,0.0029932376586274292,0.22368348,240,0.23693234,1.0472611,2.01961,0.2254705
0,-0.3782675770819153,0.12369208,0.419921875,-0.11817504,0.11817504,0.03652932,0.11842091,0.0474514539217067,1.8442794,5.689671974498781,31.333847,0.9970669746398926,0.005648431504668598,0.005650266447110925,0.21809554,242,0.22812276,1.0466853,1.9303802,0.22504014
0,-0.34332267670877226,0.123381056,0.4189453125,-0.11745682,0.11745682,0.03777275,0.11780744,-0.006411789518624509,2.1132324,5.598868034568014,31.176468,0.9976453185081482,0.00463104970429811,0.00469334355545349,0.23019242,240,0.26073283,1.0504376,2.2198186,0.25864005
0,-0.37451586205814547,0.12308735,0.41943359375,-0.11730164,0.11730164,0.037293702,0.117088325,0.009391445935130333,1.9258994,5.65889994465578,31.028214,0.9969218969345093,0.006362793626965797,0.006334641096731929,0.22626019,240,0.23705384,1.0493233,2.020891,0.23505014
2,-0.2553106444456352,0.12243692,0.41455078125,-0.11695696,0.11696101,0.03621972,0.1173176,0.08656081886341117,1.8582963,5.670946007423369,30.701157,0.998383104801178,0.002818883820182288,0.002777534012642428,0.21865888,239,0.22752407,1.0468183,1.9452984,0.23167488
2,-0.3654435335426047,0.12256472,0.419921875,-0.11708199,0.11708403,0.03624798,0.11772752,0.06314827711287081,1.8829435,5.644761607135016,30.765282,0.9970110654830933,0.005935555647131063,0.0058947400717875905,0.22036049,239,0.23078243,1.0468099,1.9710839,0.23286165
